params,heat_loss,is_optimal
"{'fc1.weight_0': 0.04952145283357989, 'fc1.weight_1': -0.9710281318339703, 'fc1.weight_2': 0.4021563867254927, 'bn1.weight_0': 1.0, 'bn1.weight_1': 0.15499790300545224, 'bn1.weight_2': 0.015841391018915463, 'bn1.bias_0': 0.6702402101014835, 'bn1.bias_1': -1.0, 'bn1.bias_2': -0.03953763353105699, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.340313416842595, 'fc2.weight_2': 0.22166375943251215}",0.01470601002739053,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.7006611795946198, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.4127197792647348, 'bn1.weight_1': -1.0, 'bn1.weight_2': 0.4493839357938014, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.7199896299876876, 'bn1.bias_2': 0.10377577801408377, 'fc2.weight_0': 0.584617950485504, 'fc2.weight_1': 0.9640863782404618, 'fc2.weight_2': 0.5448996073327816}",0.017213617800194966,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.11827459059491718, 'fc1.weight_2': 0.5549337921981747, 'bn1.weight_0': 0.37778069010906234, 'bn1.weight_1': 0.2028989208507488, 'bn1.weight_2': -0.2322619645974291, 'bn1.bias_0': -0.018328920635902524, 'bn1.bias_1': 0.37056750273162287, 'bn1.bias_2': 0.4529607540283882, 'fc2.weight_0': 0.11142579148586851, 'fc2.weight_1': 0.7696365173388782, 'fc2.weight_2': 0.6180391018543556}",0.0042603419447528644,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.022557325113102933, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.43722819503789445, 'bn1.weight_1': 0.7686463567811193, 'bn1.weight_2': -0.25356645170545056, 'bn1.bias_0': 0.0211242157331486, 'bn1.bias_1': 0.3900521217628581, 'bn1.bias_2': 0.47208436039815127, 'fc2.weight_0': -0.13752992586701474, 'fc2.weight_1': 0.9130868453570735, 'fc2.weight_2': 1.0}",0.012597193423697058,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.004031397280911064, 'fc1.weight_2': 0.16077216883383794, 'bn1.weight_0': 0.4008422086679291, 'bn1.weight_1': -0.4794802959537924, 'bn1.weight_2': -0.5984124934248493, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.5268038683854348, 'bn1.bias_2': -1.0, 'fc2.weight_0': 0.14836430871200035, 'fc2.weight_1': 0.7521268788714497, 'fc2.weight_2': 0.7111572779868318}",0.006057447000620534,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.1384185594317353, 'fc1.weight_2': 0.5504091823781037, 'bn1.weight_0': 0.4081671546665675, 'bn1.weight_1': -0.27889275321033524, 'bn1.weight_2': 0.004527709618549869, 'bn1.bias_0': 0.46223925300276125, 'bn1.bias_1': 0.4624361285745606, 'bn1.bias_2': 0.08735719343295889, 'fc2.weight_0': 0.10350079246500643, 'fc2.weight_1': 0.8215042003609854, 'fc2.weight_2': 1.0}",0.005318213022516194,No
"{'fc1.weight_0': 0.059300997647054654, 'fc1.weight_1': -0.07021184286427984, 'fc1.weight_2': 0.7318885489907758, 'bn1.weight_0': 0.7471630803899127, 'bn1.weight_1': 0.24573749197703187, 'bn1.weight_2': -0.6491805455210059, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.29937102978358743, 'bn1.bias_2': -1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': 0.2596387359042329, 'fc2.weight_2': 0.4745308979081331}",0.00930789695711657,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.07466969085277686, 'fc1.weight_2': 0.6387993205868066, 'bn1.weight_0': 0.6817356143788225, 'bn1.weight_1': 0.7980254086822771, 'bn1.weight_2': -0.3331896460725723, 'bn1.bias_0': 0.7116130375215506, 'bn1.bias_1': 0.6326097330090521, 'bn1.bias_2': -1.0, 'fc2.weight_0': -0.018914635150260595, 'fc2.weight_1': 0.8450639612998079, 'fc2.weight_2': 0.39769119945146136}",0.009685643978538574,No
"{'fc1.weight_0': 0.7666839716720368, 'fc1.weight_1': -0.22552731508449986, 'fc1.weight_2': -0.07554114146457236, 'bn1.weight_0': 0.22004785339234356, 'bn1.weight_1': -0.3104604243810395, 'bn1.weight_2': -0.25766946844648386, 'bn1.bias_0': 0.08860621275456637, 'bn1.bias_1': 0.40875005443504264, 'bn1.bias_2': -0.6785032578230796, 'fc2.weight_0': 0.26401780072522074, 'fc2.weight_1': 1.0, 'fc2.weight_2': 0.6040741633005706}",0.008168362734970585,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.45090456914669796, 'fc1.weight_2': 0.28533946024965817, 'bn1.weight_0': 0.6834350023576765, 'bn1.weight_1': -0.43906782414639745, 'bn1.weight_2': -0.2367328404998228, 'bn1.bias_0': -0.03318107258420089, 'bn1.bias_1': 0.6385014028366989, 'bn1.bias_2': 0.340723262364115, 'fc2.weight_0': -0.013026355936433198, 'fc2.weight_1': 0.6862482598313013, 'fc2.weight_2': 0.6044046490815533}",0.002202246258347336,Optimal
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.21900463590102792, 'fc1.weight_2': -1.0, 'bn1.weight_0': -0.3104604909106714, 'bn1.weight_1': -1.0, 'bn1.weight_2': 1.0, 'bn1.bias_0': 1.0, 'bn1.bias_1': -1.0, 'bn1.bias_2': 1.0, 'fc2.weight_0': 0.4686252533986124, 'fc2.weight_1': 1.0, 'fc2.weight_2': 1.0}",0.04312777423577934,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.033603876522704024, 'fc1.weight_2': -0.07324934405797812, 'bn1.weight_0': 0.004043669294450991, 'bn1.weight_1': 0.014233367049935719, 'bn1.weight_2': -0.32213446550823677, 'bn1.bias_0': -0.33615660879876796, 'bn1.bias_1': 0.6047477390581517, 'bn1.bias_2': -0.18584161102656938, 'fc2.weight_0': -0.17962476122407423, 'fc2.weight_1': 0.6472386728214605, 'fc2.weight_2': 0.7252253196649432}",0.00833810299223527,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.6907189682742041, 'fc1.weight_2': 1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': -1.0, 'bn1.weight_2': -0.06976063971774404, 'bn1.bias_0': -0.726026797731019, 'bn1.bias_1': 0.22132070283214378, 'bn1.bias_2': -0.1452366893160537, 'fc2.weight_0': 1.0, 'fc2.weight_1': 0.13119970933814296, 'fc2.weight_2': 0.28322296129710534}",0.01966815677351727,No
"{'fc1.weight_0': 0.15457247121256512, 'fc1.weight_1': 0.1742028390653081, 'fc1.weight_2': 0.94568599827205, 'bn1.weight_0': 0.24940263057623469, 'bn1.weight_1': 1.0, 'bn1.weight_2': 0.32533987984630675, 'bn1.bias_0': 0.20373755811646044, 'bn1.bias_1': -0.5520994437854722, 'bn1.bias_2': -1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.2595608690471982, 'fc2.weight_2': 0.6378866655809985}",0.018502702098809536,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': -0.04368052553494772, 'bn1.weight_0': 0.8488156438652006, 'bn1.weight_1': -0.17136786978944907, 'bn1.weight_2': -0.08095481748402089, 'bn1.bias_0': 0.6192072150464085, 'bn1.bias_1': 0.540740571614063, 'bn1.bias_2': 0.6667266357523236, 'fc2.weight_0': 0.1888014136472025, 'fc2.weight_1': 0.7151884008411489, 'fc2.weight_2': 0.6123209750586867}",0.00179843618659568,Optimal
"{'fc1.weight_0': 0.07728082444943452, 'fc1.weight_1': 0.15663132045555872, 'fc1.weight_2': 0.6563888708087147, 'bn1.weight_0': 0.6680543211646652, 'bn1.weight_1': -0.5185856812065891, 'bn1.weight_2': -0.1296493933748757, 'bn1.bias_0': 0.13261216226734795, 'bn1.bias_1': 1.0, 'bn1.bias_2': 0.2696919500157129, 'fc2.weight_0': 0.013083655621165757, 'fc2.weight_1': 0.7638898065270141, 'fc2.weight_2': 0.7482406505747747}",0.01930356051840431,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 1.0, 'fc1.weight_2': -1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': 0.7387844730735253, 'bn1.weight_2': -1.0, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.7517137936908631, 'bn1.bias_2': -1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.4669425595482848, 'fc2.weight_2': -1.0}",0.012298774128602691,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.4497187839132868, 'fc1.weight_2': 0.06875998231770941, 'bn1.weight_0': 0.6040457385968301, 'bn1.weight_1': -0.11321655839798495, 'bn1.weight_2': -0.37514662634597906, 'bn1.bias_0': 0.6218010798970739, 'bn1.bias_1': 0.5556796940922604, 'bn1.bias_2': 1.0, 'fc2.weight_0': -0.03183744569235425, 'fc2.weight_1': 0.79713699984189, 'fc2.weight_2': 0.6469397872913576}",0.008367827514356774,No
"{'fc1.weight_0': 0.9845084422543477, 'fc1.weight_1': 1.0, 'fc1.weight_2': -0.23551625350023064, 'bn1.weight_0': 0.6412072573865353, 'bn1.weight_1': 0.2928281763581415, 'bn1.weight_2': -0.4235967103829288, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.24031936246159702, 'bn1.bias_2': 1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.13898639901100585, 'fc2.weight_2': 0.004142898176884735}",0.007991908165561903,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.09886912119231583, 'fc1.weight_2': -0.14536210572082742, 'bn1.weight_0': 1.0, 'bn1.weight_1': -0.32787001191953824, 'bn1.weight_2': -0.073164742167932, 'bn1.bias_0': 0.5010250736545616, 'bn1.bias_1': 0.48923839014587034, 'bn1.bias_2': 0.3958617725222435, 'fc2.weight_0': 0.0397630834135041, 'fc2.weight_1': 0.7464258294714361, 'fc2.weight_2': 0.5195067534784144}",0.00874879529391649,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.8917210849305712, 'fc1.weight_2': 0.13359076673528225, 'bn1.weight_0': 0.5582843249459934, 'bn1.weight_1': -0.19356599999811708, 'bn1.weight_2': 0.13851678774354803, 'bn1.bias_0': -0.11536312988215924, 'bn1.bias_1': 0.5020000108964098, 'bn1.bias_2': 0.0754859210016996, 'fc2.weight_0': 0.2164977742917893, 'fc2.weight_1': 0.681500244987064, 'fc2.weight_2': 0.583665952825936}",0.0076451972084578225,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': 0.64249874380917, 'bn1.weight_0': 0.8016526572467289, 'bn1.weight_1': -0.3815909518953243, 'bn1.weight_2': -0.3890185674979749, 'bn1.bias_0': 0.7077130333721742, 'bn1.bias_1': 0.4518918756914472, 'bn1.bias_2': -1.0, 'fc2.weight_0': 0.4732187836227326, 'fc2.weight_1': 0.5145866819984983, 'fc2.weight_2': 0.756628045799987}",0.008034407446356327,No
"{'fc1.weight_0': 0.4342572585454705, 'fc1.weight_1': -0.21617086018237408, 'fc1.weight_2': -1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': 1.0, 'bn1.weight_2': -1.0, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.21745794887006775, 'bn1.bias_2': -0.15488199948073844, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.11340992841519193, 'fc2.weight_2': -0.19435953006931506}",0.015763877343322286,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': 0.09946352103033762, 'bn1.weight_0': 0.8245493693581634, 'bn1.weight_1': -0.02435778174520553, 'bn1.weight_2': -0.5340027437832033, 'bn1.bias_0': 0.4763333284624054, 'bn1.bias_1': 0.6741842282912038, 'bn1.bias_2': 0.08552456415261478, 'fc2.weight_0': 0.28444892426278456, 'fc2.weight_1': 0.8467436336555092, 'fc2.weight_2': 0.7865181537537846}",0.006850668197803283,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': 0.12311423523104525, 'bn1.weight_0': 0.446386947638441, 'bn1.weight_1': 0.3508854669388479, 'bn1.weight_2': 0.03092999304325761, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.2935428156682349, 'bn1.bias_2': 1.0, 'fc2.weight_0': 0.7425354434748037, 'fc2.weight_1': 0.49214160751878966, 'fc2.weight_2': 0.3651445221317644}",0.007855677255531912,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 1.0, 'fc1.weight_2': 1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': -0.5823753449127443, 'bn1.weight_2': -0.7023661174484123, 'bn1.bias_0': 0.44372153591308594, 'bn1.bias_1': -0.625281654090809, 'bn1.bias_2': -1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.37056303146200575, 'fc2.weight_2': -0.35394029814063266}",0.015030045658772775,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': 0.24718952758892976, 'bn1.weight_0': 0.4085620889470598, 'bn1.weight_1': -0.1653649053424615, 'bn1.weight_2': -0.22189734909014958, 'bn1.bias_0': -0.059870756989571006, 'bn1.bias_1': 0.5536482539587684, 'bn1.bias_2': 0.350176908507289, 'fc2.weight_0': -0.14901209140749783, 'fc2.weight_1': 0.9265088980322413, 'fc2.weight_2': 0.6861143068289002}",0.002833540952167423,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.3273643614743418, 'fc1.weight_2': 1.0, 'bn1.weight_0': -0.33906267520239175, 'bn1.weight_1': 0.14097852656791288, 'bn1.weight_2': -1.0, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.10857953768505246, 'bn1.bias_2': -1.0, 'fc2.weight_0': 0.6759070015354522, 'fc2.weight_1': 0.8074501026601091, 'fc2.weight_2': 0.6601966647118311}",0.009595278900526276,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.1263925690868779, 'fc1.weight_2': 1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': 0.027104351587879494, 'bn1.weight_2': -0.09663783877896526, 'bn1.bias_0': 0.7421164746413165, 'bn1.bias_1': -0.18399943429798005, 'bn1.bias_2': 1.0, 'fc2.weight_0': 0.675447192343503, 'fc2.weight_1': 0.00046303011619275303, 'fc2.weight_2': 0.5465648399136025}",0.007402575731334935,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.6496393654141263, 'fc1.weight_2': 1.0, 'bn1.weight_0': 0.1801485684648867, 'bn1.weight_1': 0.26547018473794237, 'bn1.weight_2': -0.17157634839653535, 'bn1.bias_0': 0.14573840828866746, 'bn1.bias_1': 0.6161290681825615, 'bn1.bias_2': 0.5251163470163831, 'fc2.weight_0': -0.023114584155876083, 'fc2.weight_1': 0.7069078941712135, 'fc2.weight_2': 0.6768152863906134}",0.011302185321611853,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': -0.09252287834967232, 'bn1.weight_0': -0.4502079700136016, 'bn1.weight_1': 0.03418782754635208, 'bn1.weight_2': 0.06851438490237616, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.5229803277647251, 'bn1.bias_2': 0.569422844863769, 'fc2.weight_0': 0.2744897490200717, 'fc2.weight_1': 0.5961636265731083, 'fc2.weight_2': 0.7413806045813811}",0.00821272484887675,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.8021590552882891, 'fc1.weight_2': 0.2117357103342712, 'bn1.weight_0': -0.023006762179239915, 'bn1.weight_1': -1.0, 'bn1.weight_2': -1.0, 'bn1.bias_0': -0.5139003806675907, 'bn1.bias_1': 0.3869925211196006, 'bn1.bias_2': 0.32939783125149047, 'fc2.weight_0': 0.0495317700736837, 'fc2.weight_1': 0.8997489251873569, 'fc2.weight_2': 0.680329633492943}",0.011048648837999414,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': -0.6016458912790931, 'bn1.weight_0': 1.0, 'bn1.weight_1': -0.5903362439943204, 'bn1.weight_2': -0.10046112403307872, 'bn1.bias_0': -0.03419285805473127, 'bn1.bias_1': 0.6325640027049557, 'bn1.bias_2': 0.43047764954185475, 'fc2.weight_0': -0.12721860633770277, 'fc2.weight_1': 0.9236323517322584, 'fc2.weight_2': 0.847797306489918}",0.005172545122345223,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.1589023035663526, 'fc1.weight_2': 0.18555605852389734, 'bn1.weight_0': 0.29888724609349326, 'bn1.weight_1': -0.30033262615941014, 'bn1.weight_2': -0.6984663158096367, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.04729816504125306, 'bn1.bias_2': -0.005045256175301938, 'fc2.weight_0': 0.7118921901665922, 'fc2.weight_1': 0.23075557411032466, 'fc2.weight_2': 0.5172010299648702}",0.004281473748703567,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -1.0, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.6152919225297317, 'bn1.weight_1': -0.5323485214518527, 'bn1.weight_2': -0.5800183225830666, 'bn1.bias_0': -0.8357407036992274, 'bn1.bias_1': 0.45093756020941567, 'bn1.bias_2': -0.086778332115237, 'fc2.weight_0': -0.5535292270674308, 'fc2.weight_1': 1.0, 'fc2.weight_2': 0.3247264021588412}",0.009785558859289306,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': -0.4749730349684328, 'fc1.weight_2': 0.1217189682353792, 'bn1.weight_0': 0.7956756567404248, 'bn1.weight_1': -0.26773528935649626, 'bn1.weight_2': -0.3016147000021965, 'bn1.bias_0': -0.2994302791689818, 'bn1.bias_1': 0.48511868245285705, 'bn1.bias_2': 0.21768336295476498, 'fc2.weight_0': -0.10846908048593318, 'fc2.weight_1': 0.9121368481453689, 'fc2.weight_2': 0.6389431733757913}",0.003843877784417084,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.9265023406671362, 'fc1.weight_2': 0.39789038225495865, 'bn1.weight_0': 0.2230958026166181, 'bn1.weight_1': -0.2002723781979825, 'bn1.weight_2': -0.4827319360029869, 'bn1.bias_0': 1.0, 'bn1.bias_1': 0.07421405107383938, 'bn1.bias_2': -0.42807688813379163, 'fc2.weight_0': 1.0, 'fc2.weight_1': 0.15284277914923594, 'fc2.weight_2': 1.0}",0.004564822176902103,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.5911706587160586, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.23130273528554657, 'bn1.weight_1': 0.0994214274730969, 'bn1.weight_2': 0.16726415352538293, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.7660387095475696, 'bn1.bias_2': -0.06922214577680763, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.5809776068919787, 'fc2.weight_2': 0.0409480905443238}",0.0018346845541929524,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.5878608160043481, 'fc1.weight_2': -0.5826907672380286, 'bn1.weight_0': 0.2489672806391956, 'bn1.weight_1': 0.09645160557865395, 'bn1.weight_2': -0.22081765504366724, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.577138360312766, 'bn1.bias_2': -0.39707004742177665, 'fc2.weight_0': 0.9492225254878206, 'fc2.weight_1': -0.4771877622562597, 'fc2.weight_2': 1.0}",0.0012706617370577657,Optimal
"{'fc1.weight_0': 0.6527296209799021, 'fc1.weight_1': 1.0, 'fc1.weight_2': -0.8240418399549839, 'bn1.weight_0': 0.2436760504495501, 'bn1.weight_1': 0.42748622887828436, 'bn1.weight_2': 0.001255475290174779, 'bn1.bias_0': 1.0, 'bn1.bias_1': -1.0, 'bn1.bias_2': 0.510577904716536, 'fc2.weight_0': 1.0, 'fc2.weight_1': -1.0, 'fc2.weight_2': 0.17492050563098793}",0.0031808162332516376,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.4850461138508271, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.14226790530761657, 'bn1.weight_1': -0.046425131031213596, 'bn1.weight_2': 0.07067631221738813, 'bn1.bias_0': 0.4853939029748451, 'bn1.bias_1': -0.3927414469952514, 'bn1.bias_2': 0.14834516534836562, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.1685682732169972, 'fc2.weight_2': 0.34198694664777074}",0.004431360464810071,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 1.0, 'fc1.weight_2': -0.6655901265607687, 'bn1.weight_0': 0.6069800393955416, 'bn1.weight_1': 0.32324953654065824, 'bn1.weight_2': -0.1223661763520274, 'bn1.bias_0': 0.7491066461627462, 'bn1.bias_1': -0.7768150210935015, 'bn1.bias_2': -0.1542601951332625, 'fc2.weight_0': 0.901007288738243, 'fc2.weight_1': -0.6468107765993363, 'fc2.weight_2': 0.49400686517597014}",0.006704166807177957,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.506112505818451, 'fc1.weight_2': -0.6268212272787979, 'bn1.weight_0': -0.3939280561639983, 'bn1.weight_1': 0.3418881765791899, 'bn1.weight_2': -0.39610768542071584, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.6814051614741581, 'bn1.bias_2': 0.04221702898152668, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.6924528874311677, 'fc2.weight_2': 0.475654227996416}",0.013104563243789148,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.4577731399945191, 'fc1.weight_2': -1.0, 'bn1.weight_0': 1.0, 'bn1.weight_1': -0.14697273915033005, 'bn1.weight_2': 0.10964063336002328, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.5995057253266667, 'bn1.bias_2': 0.46196395829494685, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.967516100684316, 'fc2.weight_2': 0.8665710371528732}",0.015634308211637762,No
"{'fc1.weight_0': 0.48077067965850007, 'fc1.weight_1': 0.7602927291626878, 'fc1.weight_2': -0.45994938818217745, 'bn1.weight_0': 0.18131831449369762, 'bn1.weight_1': 0.0683550470811598, 'bn1.weight_2': -0.012475761511304695, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.6163685694631675, 'bn1.bias_2': -0.29594161273841735, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.17437910717899374, 'fc2.weight_2': 1.0}",0.0018313093266270053,No
"{'fc1.weight_0': 1.0, 'fc1.weight_1': 0.14254636234736395, 'fc1.weight_2': -0.7085946581546572, 'bn1.weight_0': 0.19544588143954944, 'bn1.weight_1': 0.17615243472583786, 'bn1.weight_2': -0.3180965945980998, 'bn1.bias_0': 1.0, 'bn1.bias_1': -0.22850124105725178, 'bn1.bias_2': -1.0, 'fc2.weight_0': 0.7260545031159029, 'fc2.weight_1': 0.05248609312362529, 'fc2.weight_2': 1.0}",0.0011670756178892945,Optimal
"{'fc1.weight_0': 0.12176808984093745, 'fc1.weight_1': 1.0, 'fc1.weight_2': -1.0, 'bn1.weight_0': 0.182324475173536, 'bn1.weight_1': -0.016401856504249857, 'bn1.weight_2': 0.057605136428003245, 'bn1.bias_0': 1.0, 'bn1.bias_1': -1.0, 'bn1.bias_2': -1.0, 'fc2.weight_0': 1.0, 'fc2.weight_1': -0.749013636523484, 'fc2.weight_2': -0.24265222140904907}",0.0018287709835289054,No
